merchantName,description,category
monthly payroll,paiement revenu mensuel,SALAIRE
internet provider,wifi abonnement maison,FACTURES
مختبر,consultation medicale manar,SANTE
WIFI BILL,utility paiement fiber,FACTURES
planepargne,reservation argent fevrier carte bancaire,EPARGNE
isp tunis,paiement internet paiement tunis,FACTURES
Accessories Shop,hjema lac,SHOPPING
restaurant el bey,paiement cafe avec amis manar 3449,RESTAURANT
MAGASIN GENERAL,achat alimentaire sfax,ALIMENTATION
plan epargne,paiement epargne mensuelle mai,EPARGNE
Restaurant La Marsa,snack paiement sousse 8475,RESTAURANT
saving account,paiement investment epargne avril,EPARGNE
shawarma time,dejeuner la marsa,RESTAURANT
bonus entreprise,paiement salaire paiement mai mastercard,SALAIRE
gare routiere,paiement transport marsa,TRANSPORT
cafe express,paiement diner famille centre ville 7700 carte,RESTAURANT
Loyer,paiement loyer septembre,LOGEMENT
restaurant la marsa,coffee break 296,RESTAURANT
اتصالات تونس,paiement wifi abonnement maison,FACTURES
tunisie telecom,facture mobile,FACTURES
تعليم,frais inscription 6692 en ligne,EDUCATION
monthly payroll,virement salaire fevrier,SALAIRE
Game Pass,paiement abonnement netflix mensuel,LOISIRS
amazon,paiement achat vetements,SHOPPING
LOUAGE,paiement transport a tunis ariana,TRANSPORT
placement,virement epargne mai,EPARGNE
dentiste,paiement analyses manar,SANTE
AUTRE TRANSACTION,inconnu operation ref778 526,AUTRE
bershka,mall achat tunis,SHOPPING
salary transfer,mensuel salaire 6451,SALAIRE
hm,haircut men,SHOPPING
restaurant el bey,paiement snack paiement tunis 2385,RESTAURANT
compte epargne,paiement placement personnel visa,EPARGNE
livret,virement to epargne mars 5130,EPARGNE
PAIE,bonus entreprise mai,SALAIRE
Autre Transaction,inconnu operation ref778 7050,AUTRE
transport public,bus pass sousse 188,TRANSPORT
pizzahut,dejeuner la marsa,RESTAURANT
coursera,training frais semestre 1,EDUCATION
pstb,paiement book achat 8387,EDUCATION
Savings Transfer,virement epargne juin carte,EPARGNE
apartment owner,paiement apartment location fevrier,LOGEMENT
para pharmacie,pharmacy achat manar 3920,SANTE
placement,reservation argent juin 2184,EPARGNE
Location Maison,paiement maison loyer paiement,LOGEMENT
وكالة عقارية,location paiement avril,LOGEMENT
sportclubfun,film weekend mensuel carte bancaire,LOISIRS
para pharmacie,achat medicaments sfax,SANTE
payroll,paiement prime de performance 2026,SALAIRE
divers,paiement inconnu ref001,AUTRE
immo service,maison loyer paiement fevrier,LOGEMENT
saving account,virement epargne fevrier 6910,EPARGNE
payroll,company payroll mars,SALAIRE
epicerie el amen,paiement courses ariana 2321,ALIMENTATION
company payroll,paiement revenu mensuel avril,SALAIRE
khallas unknown,autre paiement ref778 6577 virement,AUTRE
صيدلية,paiement ordonnance medicaments sfax 1455,SANTE
ادخار,epargne versement avril,EPARGNE
librairie,paiement achat livres semestre 2,EDUCATION
accessoriesshop,paiement achat clothes lac,SHOPPING
service inconnu,paiement inconnu operation ref001 2369,AUTRE
barber shop,personal care achat lac,SHOPPING
Cinema,weekend loisirs mensuel,LOISIRS
epargne,virement to epargne janvier 9701,EPARGNE
fruits shop,paiement boucherie alimentation sousse,ALIMENTATION
foody,paiement lunch meal 1351,RESTAURANT
عيادة,paiement visite medicale sousse,SANTE
bonus entreprise,paiement mensuel salaire janvier 3311,SALAIRE
marche central,courses maison lac 8444,ALIMENTATION
pull and bear,paiement coupe cheveux centre ville,SHOPPING
APARTMENT OWNER,frais logement avril 530,LOGEMENT
rent apartment,charges immeuble aout,LOGEMENT
قهوة,paiement snack paiement la marsa,RESTAURANT
sport club fun,abonnement netflix weekend en ligne,LOISIRS
مختبر,pharmacy achat sfax visa,SANTE
cinema,achat console game weekend carte bancaire,LOISIRS
syndic,residence frais fevrier,LOGEMENT
barber shop,achat personnel centre ville,SHOPPING
DISNEY PLUS,jeu video mensuel 4345,LOISIRS
Epicerie El Amen,achat fruits legumes manouba,ALIMENTATION
AUTRE TRANSACTION,autre paiement 2026,AUTRE
جامعة,paiement education paiement,EDUCATION
syndic,paiement loyer appartement avril,LOGEMENT
sport club fun,film weekend mensuel,LOISIRS
dentiste,soins medicaux sousse 2807,SANTE
SAVINGS TRANSFER,epargne mensuelle fevrier,EPARGNE
xyz123,operation diverse ref778,AUTRE
para pharmacie,pharmacy achat 70 virement,SANTE
راتب,bonus entreprise fevrier,SALAIRE
agence immobiliere,paiement syndic building frais juillet,LOGEMENT
librairie,paiement formation data science semestre 1,EDUCATION
servicetaxi,paiement station travel 2160 virement,TRANSPORT
freshmarket,supermarket achat bizerte,ALIMENTATION
station metro,transport a tunis sfax,TRANSPORT
pull and bear,paiement haircut men marsa,SHOPPING
investment saving,epargne versement mars,EPARGNE
ادخار,paiement virement epargne janvier,EPARGNE
sport club fun,film weekend famille 6419,LOISIRS
Payroll,revenu mensuel,SALAIRE
mall achat,personal care achat tunis 1108 carte,SHOPPING
pstb,education paiement semestre 1 en ligne,EDUCATION
investment saving,virement epargne 9768 carte,EPARGNE
OOREDOO,internet paiement maison,FACTURES
dentiste,analyse sanguine manar 9959,SANTE
burger king,diner famille 967,RESTAURANT
Restaurant La Marsa,coffee break manar,RESTAURANT
coursera,paiement book achat 2026 8336,EDUCATION
restaurant la marsa,paiement cafe manar,RESTAURANT
أوريدو,paiement facture fiber 398,FACTURES
سوق,paiement courses maison gabes,ALIMENTATION
immo service,loyer appartement juillet,LOGEMENT
حجام,achat vetements ariana,SHOPPING
serviceinconnu,operation diverse ref778,AUTRE
restaurantlamarsa,lunch meal ariana 5107,RESTAURANT
HOME RENT,residence frais mars en ligne,LOGEMENT
Chapati House,paiement restaurant paiement la marsa 3061,RESTAURANT
bolt,paiement trajet paiement,TRANSPORT
formation center,paiement frais universite 2026 2084 en ligne,EDUCATION
عملية,paiement inconnu ref778,AUTRE
أوريدو,paiement facture 4g,FACTURES
makloub center,restaurant paiement lac,RESTAURANT
salary transfer,paiement bonus entreprise mars,SALAIRE
salaire,paiement salaire paiement 2026,SALAIRE
مكتبة,university paiement semestre 2,EDUCATION
servicedivers,non classe paiement ref778,AUTRE
prime,salaire paiement avril,SALAIRE
apartment owner,paiement frais logement 8842 carte,LOGEMENT
schoolfees,book achat semestre 1,EDUCATION
loyer,location paiement juillet visa,LOGEMENT
marche central,supermarket achat manouba 8471,ALIMENTATION
residenceennasr,versement logement mars 1445,LOGEMENT
school fees,course abonnement,EDUCATION
cafe express,dejeuner tunis,RESTAURANT
restaurant el bey,commande repas 2994,RESTAURANT
service inconnu,transaction non classee en ligne,AUTRE
Virement Employeur,virement salaire mars,SALAIRE
أوريدو,paiement facture juin,FACTURES
salon beaute,coupe cheveux ariana visa,SHOPPING
sport club fun,streaming service,LOISIRS
cafe express,pizza commande centre ville,RESTAURANT
loyer,versement logement juillet 4456,LOGEMENT
sonede,paiement facture mars 616,FACTURES
epicerie nour,achat epicerie ariana,ALIMENTATION
مطعم المزة,paiement fast nourriture commande manar,RESTAURANT
راتب,salaire paiement mars,SALAIRE
monthlypayroll,paiement versement employeur,SALAIRE
sntri,station travel sousse 5172 mastercard,TRANSPORT
epargne,paiement epargne contribution janvier,EPARGNE
SYNDIC,paiement loyer mensuel avril 9967,LOGEMENT
clinique,bilan medical sfax,SANTE
netflix,music abonnement,LOISIRS
shopping center,paiement achat clothes ariana 9001,SHOPPING
fast food,paiement carte restaurant manar,RESTAURANT
LOUAGE,uber trajet bizerte en ligne,TRANSPORT
ادخار,investment epargne mars,EPARGNE
home rent,frais logement mai,LOGEMENT
عملية,paiement service inconnu ref778 4403 virement,AUTRE
internetprovider,paiement telecom facture,FACTURES
جامعة,training frais avril 1287,EDUCATION
netflix,achat console game mensuel 1688,LOISIRS
ترفيه,paiement film weekend weekend 1829,LOISIRS
Taxi Tunis,ticket metro marsa,TRANSPORT
medecin,paiement pharmacy achat tunis,SANTE
hamma hajem,achat vetements ariana,SHOPPING
librairie,paiement frais universite mars 775,EDUCATION
company payroll,paiement virement salaire 2026,SALAIRE
AMAZON,hjema ariana carte,SHOPPING
fastfood,dejeuner,RESTAURANT
تعليم,paiement book achat semestre 1,EDUCATION
service taxi,paiement ticket louage tunis carte,TRANSPORT
geant,paiement courses maison gabes,ALIMENTATION
magasin general,achat produits alimentaires ariana carte,ALIMENTATION
service inconnu,paiement service inconnu ref001 112,AUTRE
ترفيه,jeu video weekend,LOISIRS
Station Metro,trajet downtown,TRANSPORT
campus service,paiement book achat 2026 9762,EDUCATION
wallet reserve,mensuel epargne avril 9993,EPARGNE
Compte Epargne,reservation argent janvier,EPARGNE
salon beaute,mall achat lac,SHOPPING
playstation,paiement entertainment paiement mensuel,LOISIRS
Carrefour,mouneh maison sfax 7180,ALIMENTATION
coffee shop,paiement repas diner centre ville,RESTAURANT
taxi,transport a tunis marsa,TRANSPORT
investment saving,mensuel epargne fevrier 7460,EPARGNE
fresh market,achat cuisine gabes,ALIMENTATION
تكسي,course taxi lac 453,TRANSPORT
سوق,paiement nourriture groceries ariana,ALIMENTATION
قهوة,paiement fast nourriture commande sousse 2237,RESTAURANT
orange,facture d'electricite virement,FACTURES
investment saving,paiement virement epargne janvier,EPARGNE
طبيب,achat medicaments lac visa,SANTE
accessories shop,paiement buying accessories tunis,SHOPPING
Landlord,frais logement juin,LOGEMENT
RESIDENCE ENNASR,paiement versement logement septembre,LOGEMENT
Kfc,dejeuner ariana,RESTAURANT
كراء,apartment location,LOGEMENT
ترفيه,paiement streaming service premium,LOISIRS
sntri,station travel lac 9996,TRANSPORT
ادخار,paiement placement personnel mars,EPARGNE
mall achat,paiement achat personnel,SHOPPING
radiologie,paiement soins medicaux manar 9488,SANTE
salon beaute,achat personnel 4102,SHOPPING
magasin general,achat produits alimentaires sfax 2863,ALIMENTATION
internet provider,paiement water facture 4g,FACTURES
unknown merchant,operation non connue ref001,AUTRE
savings transfer,paiement reservation argent 9977,EPARGNE
fast food,coffee break tunis visa,RESTAURANT
epicerie nour,achats menageres ariana,ALIMENTATION
geant,paiement nourriture groceries ariana mastercard,ALIMENTATION
عملية,autre paiement,AUTRE
pharmacie,achat medicaments sousse,SANTE
قهوة,pizza commande lac,RESTAURANT
STEAM,weekend loisirs mars 6882,LOISIRS
خدمة,transaction non classee en ligne carte bancaire,AUTRE
home rent,location paiement aout 9873 mastercard,LOGEMENT
مختبر,bilan medical ariana,SANTE
PARFUMERIE,paiement achat sport marsa carte bancaire,SHOPPING
decathlon,paiement haircut men tunis,SHOPPING
boucherie slim,boucherie alimentation bizerte,ALIMENTATION
Pull And Bear,hjema,SHOPPING
kfc,cafe avec amis manar,RESTAURANT
online academy,achat livres avril,EDUCATION
Esprit,training frais semestre 2 1559 visa,EDUCATION
PRIME,paiement prime de performance 2026 7613,SALAIRE
Mall Achat,paiement achat clothes en ligne,SHOPPING
sntri,transport ville sfax,TRANSPORT
unknown service,paiement autre paiement 2026,AUTRE
clinique,paiement ordonnance medicaments,SANTE
Sntri,paiement transport a tunis,TRANSPORT
طبيب,bilan medical manar en ligne,SANTE
مطعم,paiement fast nourriture commande lac 4911,RESTAURANT
uber,transport a tunis marsa,TRANSPORT
bershka,paiement hjema centre ville,SHOPPING
xyz123,paiement service inconnu 2026 3526,AUTRE
دكان,paiement achat fruits legumes bizerte,ALIMENTATION
fruits shop,achats menageres nabeul,ALIMENTATION
tunisie telecom,wifi abonnement juin visa,FACTURES
kfc,paiement repas diner centre ville 9036,RESTAURANT
investment saving,mensuel epargne mai 1000 en ligne,EPARGNE
dentiste,consultation medicale sfax visa,SANTE
Chapati House,paiement snack paiement lac,RESTAURANT
school fees,paiement frais inscription 2026 9936 carte,EDUCATION
uber,transport quotidien sfax,TRANSPORT
autre transaction,paiement divers service 2026 6158,AUTRE
مطعم المزة,paiement snack paiement lac,RESTAURANT
bolt,paiement trajet downtown sousse,TRANSPORT
accessories shop,achat vetements tunis,SHOPPING
fruits shop,paiement nourriture groceries bizerte,ALIMENTATION
PIZZA HUT,diner weekend tunis,RESTAURANT
steam,paiement abonnement netflix famille,LOISIRS
chapatihouse,lunch meal,RESTAURANT
PLAYSTATION,music abonnement mars 4546,LOISIRS
عطار,paniers cuisine nabeul 1939,ALIMENTATION
UNKNOWN SERVICE,paiement operation non connue 2026,AUTRE
sport club fun,abonnement plateforme mensuel 8418 carte bancaire,LOISIRS
unknown service,paiement inconnu 2026 carte bancaire,AUTRE
uber,station travel lac,TRANSPORT
landlord,paiement charges immeuble fevrier 2275,LOGEMENT
Pizza Hut,coffee break 7551,RESTAURANT
Gaming Store,jeu video premium,LOISIRS
savings transfer,mensuel epargne,EPARGNE
مواصلات,station travel ariana,TRANSPORT
esprit,book achat 1557,EDUCATION
Monthly Payroll,prime de performance juin,SALAIRE
netflix,cinema ticket avril,LOISIRS
gare routiere,paiement transport bizerte en ligne,TRANSPORT
Unknown Merchant,paiement non classe paiement ref778,AUTRE
rapid transport,trajet downtown 5208,TRANSPORT
فاتورة,paiement facture d'electricite,FACTURES
plan epargne,epargne mensuelle janvier,EPARGNE
جامعة,school tuition semestre 2 5681,EDUCATION
عطار,achat alimentaire bizerte,ALIMENTATION
Salaire,paiement versement employeur janvier,SALAIRE
agence immobiliere,paiement loyer mars,LOGEMENT
magasin general,achats menageres tunis,ALIMENTATION
fruits shop,achat fruits legumes gabes visa,ALIMENTATION
Pstb,frais universite mars,EDUCATION
clinique el amen,paiement achat medicaments 1570 carte bancaire,SANTE
udemy,paiement formation data science 2026 carte,EDUCATION
PLACEMENT,epargne mensuelle mars,EPARGNE
residence ennasr,frais logement janvier carte bancaire,LOGEMENT
clinique,paiement analyses manar,SANTE
serviceinconnu,paiement inconnu 2026,AUTRE
Spotify,paiement film weekend famille,LOISIRS
marche central,mouneh maison gabes 2426 carte bancaire,ALIMENTATION
gaming store,cinema ticket famille,LOISIRS
company payroll,bonus entreprise mars 4351,SALAIRE
Monoprix,grocery achat bizerte,ALIMENTATION
isp tunis,wifi abonnement maison carte bancaire,FACTURES
sntri,station travel sousse 8895 carte bancaire,TRANSPORT
fruits shop,achat alimentaire manouba,ALIMENTATION
CLINIQUE,bilan de sante ariana visa,SANTE
property service,paiement versement logement mars 3963 carte,LOGEMENT
service inconnu,paiement inconnu ref001 6297,AUTRE
cafe express,diner weekend sousse,RESTAURANT
school fees,en ligne course semestre 1 9989,EDUCATION
investment saving,mensuel epargne juin 5033,EPARGNE
yum yum,cafe avec amis centre ville 9404,RESTAURANT
hr payment,versement employeur avril 8554,SALAIRE
عيادة,ordonnance medicaments sousse carte bancaire,SANTE
طبيب,bilan medical sousse,SANTE
salaire,paiement virement salaire mars 5858,SALAIRE
school fees,paiement school tuition mars 832,EDUCATION
virement employeur,company payroll fevrier 2116,SALAIRE
landlord,paiement loyer janvier,LOGEMENT
Accessories Shop,achat vetements,SHOPPING
epicerienour,paiement achat fruits legumes sousse,ALIMENTATION
Medecin,visite medicale sfax 6157,SANTE
Payroll,paiement virement salaire carte bancaire,SALAIRE
savings transfer,epargne contribution mars,EPARGNE
صيدلية,achat medicament sousse,SANTE
divers,autre paiement tunis 3694,AUTRE
مكتبة,school tuition avril,EDUCATION
spotify,fun activity 6984,LOISIRS
divers,paiement inconnu ref778 carte bancaire,AUTRE
حجام,personal care achat marsa 6616,SHOPPING
مواصلات,paiement transport ville marsa,TRANSPORT
tunisie telecom,wifi abonnement 4454,FACTURES
hanout,paiement boucherie alimentation tunis 2580 visa,ALIMENTATION
Fruits Shop,achat produits alimentaires bizerte mastercard,ALIMENTATION
Plan Epargne,placement personnel janvier,EPARGNE
plan epargne,placement personnel mars virement,EPARGNE
steam,paiement entertainment paiement avril,LOISIRS
misc,service inconnu 2026 1311 en ligne,AUTRE
campus service,course abonnement 2026 carte bancaire,EDUCATION
hr payment,paiement revenu mensuel juin 8426,SALAIRE
schoolfees,frais inscription avril,EDUCATION
monoprix,paiement epicerie quotidienne manouba,ALIMENTATION
playstation,paiement cinema ticket weekend,LOISIRS
residence lac,paiement loyer fevrier,LOGEMENT
online academy,paiement education paiement mars,EDUCATION
bonus entreprise,paiement revenu mensuel 7498,SALAIRE
اتصالات تونس,facture internet tunis carte,FACTURES
